poem_meta_info,x_data,allu_name,label
唐张锡《奉和九月九日登慈恩寺浮图应制》,菊彩扬尧日，萸香绕舜风。,舜风,天文部
唐杜甫《九日守岑参》,安得诛云师，畴能补天漏。,天漏,天文部
清尤侗《四月十五日圣驾祷雨立降喜成二律限韵》之二,旱魃敢同石燕舞，雨师早驭土龙迎。,石燕,天文部
宋杨亿《公子》,细雨垫巾过柳市，轻风侧帽上铜堤。,雨垫巾,天文部
南朝梁《陇西行》之二,洗兵逢骤雨，送阵出黄云。,洗兵雨,天文部
宋范成大《次韵袁起岩甘雨即日应祈》,天造贤侯惠此州，随车一雨缓千忧。,随车一雨,天文部
清赵翼《与邵松阿别几三十年今夏始至虞山》,廿年别绪联床雨，四海虚名满鬓霜。,联床雨,天文部
唐李商隐《梓州罢吟寄同舍》,楚雨含情皆有托，漳滨卧病竟无憀。,楚雨,天文部
清唐孙华《春日感怀次张蒿园韵》,浥草只愁漂麦雨，鸣条无奈落花风。,漂麦雨,天文部
唐张嫔《投翰林张侍郎》,愿与吾君作霖雨，且应平地活枯苗。,霖雨,天文部
唐杜甫《题都县郭三十二明府茅屋壁》,云散灌坛雨，春青彭泽田。,灌坛雨,天文部
唐李绅《登禹庙回降雪五言二十韵》,玉田千亩合，琼室万家开。,玉田,天文部
宋苏轼《雪诗八首》之二,闲来披氅学王恭，姑射群仙邂逅逢。,披氅,天文部
清顾炎武《吴兴行赠归高士柞明》,穷冬积阴天地闭，知君惟有袁安雪,袁安雪,天文部
唐李贺《马诗》之二,腊月草根甜，天街雪似盐。,雪似盐,天文部
唐韦庄《代书寄马》,鬃白似披梁苑雪，颈肥如扑杏园花。,梁苑雪,天文部
元谢应芳《杨龟山祠》,卓彼文靖公，早立程门雪。,程门雪,天文部
唐贯休《寄匡山大愿和尚》,一听玄音下竹亭，却思窗雪与囊萤。,窗雪,天文部
清宋琬《长歌赠吴雪航先生》,韦曲莺花载酒过，灞桥风雪赋诗还。,灞桥风雪,天文部
唐李白《送张秀才谒高中丞》,我无燕霜感，玉石俱烧焚。,燕霜,天文部
唐李群玉《同郑相并歌姬小饮戏赠》,裙拖六幅湘江水，鬓耸巫山一段云。,巫山一段云,天文部
元龚琉《次韵郑佥事送千寿道之慈湖长》,亲舍云飞千里客，客篷雨涨一川黄。,亲舍云,天文部
宋杨亿《无题三首》之一,才断歌云成梦雨，斗口笑电作嗔霆。,歌云,天文部
唐杜甫《官吏夕坐戏简颜十少府》,老翁须地主，细细酌流霞。,流霞,天文部
宋钱惟演《致斋太一宫》,楼迷五里雾，坛烛九枝灯。,五里雾,天文部
唐李白《赠澡阳宋少府陟》,扫洒青天开，豁然披云雾。,披云雾,天文部
唐许浑《酬河中杜侍御重寄》,文章已变南山雾，羽翼应持北海风。,南山雾,天文部
宋陆游《中春连日得雨雷亦应候》,犁畔方吹社公雨，陇头又转阿香雷。,阿香雷,天文部
唐郑惜《奉和幸上官昭客院献诗四首》之一,座拂金壶电，池摇玉酒霞。,金壶电,天文部
唐李白《结客少年场行》,羞道易水寒，从今日贯虹。,日贯虹,天文部
唐李商隐《东下三旬苦于风土马上戏作》,天池辽阔谁相待，日日虚乘九万风。,九万风,天文部
明何景明《赠望之四首》之四,绝裾不为忍，叱驭宁顾危。,叱驭,政事部
清顾炎武《陈生芳绩两尊人先后即世适皆以三月十九日追痛之作词旨哀恻依韵奉和》,弘演纳肝犹报主，王裒泣血倍思亲。,弘演纳肝,政事部
唐杜牧《吴官词二首》之二,当年国门外，谁信伍员忠。,伍员忠,政事部
唐骆宾王《咏怀》,宝剑思存楚，金杵许报韩。,存楚,政事部
唐戎昱《闻颜尚书陷贼中》,能持苏武节，不受马超勋。,苏武节,政事部
唐杜甫《建都十二韵》,牵裾恨不死，漏网辱殊恩。,牵裾,政事部
唐颜真卿《咏陶渊明》,张良思报韩，龚胜耻事新。,龚胜耻事新,政事部
清鲁一同《重有感》,清酒黄龙约屡讹，珠江瘴海日横戈。,清酒黄龙,政事部
唐杜甫《伤春五首》之四,岂无嵇绍血，沾洒属车尘。,嵇绍血,政事部
唐李白《月下独酌》之四,辞粟卧首阳，屡空饥颜回。,辞粟,政事部
清钱谦益《病榻消寒杂咏四十六首》之二,漆身吞炭依稀是，烂额焦头取次能。,漆身吞炭,政事部
唐李白《送岑徵君归鸣皋山》,蹈海宁受赏，还山非问津。,蹈海,政事部
唐卢照邻《赠益府群官》,不息恶木枝，不饮盗泉水。,不饮盗泉水,政事部
宋刘筠《受诏修书述怀感事三十韵》,直非头似笔，智谢里名椿。,头似笔,政事部
唐许浑《闻边将刘皋无辜受戮》,却赖汉庭多烈士，至今犹自伏蒲论。,伏蒲,政事部
唐戴叔伦《奉天酬别郑谏议云逵卢拾遗景亮见别之作》,宽饶狂自比，汲黯直为邻。,汲黯直,政事部
唐张九龄《登荆州城楼》,直似王陵戆，非如宁武愚。,直似王陵,政事部
宋苏轼《和方南圭寄迓周文之》之三,拔薤已观贤守政，摘蔬聊慰故人心。,拔薤,政事部
唐李商隐《赠别前蔚州契苾使君》,日晚鸊鹈泉畔猎，路人遥识郅都鹰。,郅都鹰,政事部
宋宋祁《献外台王侍御》,旧业久辞南郡帐，深恩独戴故人天。,故人天,政事部
唐刘禹锡《早秋送台院杨侍御归朝》,圣朝寰海静，所至不埋轮。,埋轮,政事部
清黄遵宪《初闯京师义和团事感赋》,绍述政行皆铁案，党人狱起又黄巾。,铁案,政事部
唐张说《送王睃自羽林赴永昌令》,为负刚肠誉，还追强项名。,强项名,政事部
宋黄庭坚《王彦祖惠其祖黄州制草书其后》,董狐常直笔，汲黯少居中。,董狐直笔,政事部
唐杜甫《闻高常侍亡》,致君丹槛折，哭友白云长。,槛折,政事部
唐李商隐《今月二日不自量度……》,扇举遮王导，模开见孔融。,遮王导,政事部
清王以慜《复答冬丈聊广其意》,有耳休矜巢父洗，有口休从灌夫骂。,灌夫骂,政事部
明张煌言《洒血》,文山不柴市，故里一黄冠。此意谁非屈，何人肯自宽？,文山柴市,政事部
唐李白《书怀赠南陵常赞府》,将无七擒略，鲁女惜园葵。,七擒略,政事部
唐钱起《送李大夫赴广州》,按节化瓯闽，下车佳政新。,下车佳政,政事部
唐刘长卿《避地江东留别淮南使院诸公》,何辞向物开秦镜，却使他人得楚弓。,开秦镜,政事部
唐独孤及《送马郑州》,当使仁风动，遥听舆颂喧。,仁风动,政事部
唐罗隐《乌程》,两府攀陪十五年，郡中甘雨幕中莲。,甘雨,政事部
唐武元衡《奉和圣制丰年多庆九日示怀》,赓歌禹功盛，击壤尧年丰。,尧年,政事部
唐白居易《送唐州崔使君侍亲赴任》,发时正许沙鸥送，到日方乘竹马迎。,竹马迎,政事部
唐卢延让《逢友人赴阙》,倚马才高犹爱艺，问牛心在肯容私。,问牛,政事部
唐孟浩然《送王昌龄之岭南》,岘首羊公爱，长沙贾谊愁。,羊公爱,政事部
宋杨万里《送吉守赵山父移广东提刑》,阳春有脚来江城，银汉乘搓移使星。,阳春有脚,政事部
唐白居易《寄李蕲州》,江郡讴谣夸杜母，洛城欢会忆车公。,杜母,政事部
宋陆游《小疾偶书》,胸次岂无医国策，囊中幸有活人方。,医国,政事部
唐李白《中丞宋公以吴兵三千赴河南军次寻阳……囚参谋幕府因赠之》,九江皆渡虎，三郡尽还珠。,还珠,政事部
唐高适《过卢明府有赠》,能奏明庭主，一试武城弦。,武城弦,政事部
唐张说《送崔二长史日知赴潞州》,东山怀卧理，南省怅悲翁。,卧理,政事部
唐萧缜《前望江曲令颂德》,谁论重德光青史，过里犹歌卧辙风。,卧辙风,政事部
宋苏轼《常润道中有怀钱塘五首》之五,卖剑买牛吾欲老，杀鸡为黍子来无？,卖剑买牛,政事部
唐罗隐《送汝州李中丞十二韵》,虎知应去境，牛在肯全形。,虎去境,政事部
唐李世民《重幸武功》,垂衣天下治，端拱车书同。,垂衣治,政事部
唐郎士元《送长沙韦明府》,遥知讼堂里，佳政在鸣琴。,佳政鸣琴,政事部
宋苏轼《奉送朱中丞之晋赴河南》,宠渥征黄渐，权宜借寇频。,征黄,政事部
唐李白《流夜郎赠辛判官》,我愁远滴夜郎去，何日金鸡放赦归。,金鸡放赦,政事部
唐李绅《闻里谣效古歌》,兄锄弟耨妻在机，夜犬不吠开蓬扉。,夜犬不吠,政事部
唐李商隐《赠送前刘五经映三十四韵》,鼎新麾一举，革故法三章。,法三章,政事部
唐杜甫《奉寄章十侍御》,湘西不得归关羽，河内犹宜借寇恂。,借寇恂,政事部
唐许浑《郡斋夜坐寄旧乡二侄》,三月已乘棠树政，二年空负竹林期。,棠树政,政事部
唐李白《中丞宋公以吴兵三千赴河南》,九江皆渡虎，三郡尽还珠。,渡虎,政事部
宋陆游《江东韩曹唏道寄杨庭秀所赠》,政成蒲鞭亦不用，地上钱流仓粟红。,蒲鞭,政事部
唐韩愈《赴江陵途中寄赠》,殷汤闵禽兽，解网祝蛛蝥。,解网,政事部
唐杜甫《花底》,恐是潘安县，堪留卫玠东。,潘安县,政事部
唐韩偓《感事三十四韵》,始议新尧历，将期整舜弦。,整舜弦,政事部
唐白居易《醉后狂言酬赠萧殷二协律》,宾客不见绨袍惠，黎庶未沾襦绔恩。,襦绔恩,政事部
唐高适《同房侍御山园新亭与邢判官同游》,灌坛有遗风，单父多鸣琴。,灌坛遗风,政事部
唐李白《惧谗》,二桃杀三士，讵假剑如霜。,二桃杀三士,政事部
唐崔峒《题桐庐李明府官舍》,观风竞美新为政，计日还知旧触邪。,计日,政事部
唐李峤《金》,方同杨伯起，独有四知名。,四知名,政事部
唐高适《东平旅游奉赠薛太守二十四韵》,不改任棠水，仍传晏子裘。,任棠水,政事部
唐吴仁壁《金钱花》,堪疑刘宠疑芳在，不许山阴父老贫。,刘宠,政事部
唐白居易《广府胡尚书频寄诗因答绝句》,尚书清白临南海，虽饮食泉心不回。,饮贪泉,政事部
清吴汝纶《题姚伯山木叶庵图》,请剑除奸前日事，罢官还犊去时思。,罢官还犊,政事部
清袁枚《送中丞至惠山蒙赐人参留别趴》,一路官民尽捧靴，中丞病起奈劳何。,捧靴,政事部
清宋琬《送别俞眉仙归新安》,郭外行春策病马，壁间退食悬枯鱼。,悬枯鱼,政事部
唐周昙《咏史诗·春秋战国门·宋子罕》,自有不贪身内宝，玉人徒献外来珍。,不贪身内宝,政事部
唐刘禹锡《许给事见示哭工部刘尚书诗因命同作》,总戎宽得众，市义贵能贫。,市义,政事部
宋陈师道《送杨侍禁兼寄颜黄二公二首之一》,众口不成虎，诸公更荐贤。,成虎,政事部
唐白居易《杂兴三首》之三,伍员谏已死，浮尸去不回。,伍员谏,政事部
唐杜甫《八哀诗·赠左仆射郑国公严公武》,京兆空柳色，尚书无履声。,尚书履声,政事部
清黄遵宪《武清道中作》,监门图一幅，谁上九重看？,监门图,政事部
清赵翼《过文信国祠同鲂庵作》之一,出师未捷悲移鼎，视死如归笑射钩。,移鼎,政事部
唐崔善为《答王无功冬夜载酒乡馆》,明朝蓬户侧，会自谒任棠。,谒任棠,政事部
五代南唐李中《哭故主人陈太师》,车鱼郑重知难报，吐握周旋不可论。,车鱼,政事部
唐周昙《三代门·周公》,仍闻吐握延儒素，犹恐民疵未尽知。,吐握,政事部
·唐沈佺期《陪幸韦嗣立山庄》,茅室承三顾，花源接九重。,茅室三顾,政事部
唐陈子昂《感遇诗三十八首》之四,“吾闻山中相，乃属放麑翁。,放麑翁,政事部
唐顾况《酬唐起居前后见寄二首》之一,莫话弹冠事，谁知结袜心？,结袜心,政事部
唐姚鹄《随州献李侍御》之二,今朝倘降非常顾，倒履宁惟有古人。,倒屣,政事部
唐郑谷《蔡处士》,旨趣陶山相，诗篇沈隐俟。,陶山相,政事部
宋陆游《张功市许见访以诗坚其约》,书来屡有入东约，坐上极思虚左迎。,虚左迎,政事部
宋玉安石《张侍郎示东府新居诗因而和酬二首》之二,虚堂欲踵曹参事，试问齐人或肯来？,虚堂曹参,政事部
唐高适《同李太守北池泛舟宴高平郑太守》,乃知缝掖贵，今日对诸侯。,缝掖贵,政事部
清张问陶《题家子白若采梅屋课女图时官泾州刺史》,冰雪填胸才气陡，熊罴占梦宦情寒。,熊罴占梦,政事部
唐李商隐《赠宇文中丞》,人间只有嵇延祖，最望山公启事来。,山公启事,政事部
唐李商隐《自桂林奉使江陵途中感怀寄献尚书》,长怀五羖赎，终著九州箴。,五羖赎,政事部
唐窦常《求自试》,陈王抗表日，毛遂请行秋。,毛遂请行,政事部
唐杜甫《敬赠郑谏议十韵》,使者求颜阖，诸公厌祢衡。,求颜阖,政事部
唐权德舆《奉酬从兄南仲见示十九韵》,荐贤比文举，理郡迈文翁。,荐贤,政事部
唐齐己《寄钱塘罗给事》,愤愤呕谗书，无人诵子虚。,诵子虚,政事部
唐周昙《咏史诗·酂侯》,韩生不是萧君荐，猎犬何人为指踪。,萧君荐,政事部
宋黄庭坚《和邢惇夫秋怀十首》之四,秦收郑渠成，晋得楚材多,得楚材,政事部
唐李商隐《五言四十韵》,故事曾尊隗，前修有荐雄。,尊隗,政事部
宋苏轼《次韵王定国谢韩子华过饮》,亲嫌妨鹗荐，相对发微泚。,鹗荐,政事部
来陆游《初拜再领祠宫之命有感》,小草出山初已误，断云含雨欲何施。,小草出山,政事部
南朝梁何逊《仰赠从兄兴宁置南》,死灰终不然，长岑且未归。,长岑未归,政事部
唐杜牧《自贻》,杜陵萧次君，迁少去官频。,迁少,政事部
唐张九龄《南还以诗代书赠京师旧僚》,上惭伯乐顾，中负叔牙知。,伯乐顾,政事部
唐李商隐《五言述德抒情诗一首四十韵献上杜七兄仆射相公》,自是依刘表，安能比老彭。,依刘表,政事部
唐元稹《代曲江老人百韵》,尚齿惇耆艾，搜材拔积薪。,积薪,政事部
明李东阳《寿鹤溪潘先生八十》,空群冀北人犹羡，捷径终南世敢猜。,捷径终南,政事部
唐高适《奉酬睢阳路太守见赠之作》,相马知何限，登龙反自疑。,登龙,政事部
唐李商隐《送千牛李将军赴阙五十韵》,政已标三尚，人今伫一鸣。,一鸣,政事部
宋黄庭坚《幾复答予所赠三物三首》之三,不取丁仪米，疑成校尉心。,丁仪米,政事部
宋陆游《十月四日夜记梦》,森然义府刀，谁为叔度破。,义府刀,政事部
唐李白《梁甫吟》,帝旁投壶多玉女，三时大笑开电光。,玉女,政事部
清张岱《西湖梦寻·玛瑙寺》,安得成汤开一面，吉网罗钳都不见。,吉网罗钳,政事部
唐李白《行路难》,弹剑作歌奏苦声，曳裾王门不称情。,曳裾,政事部
唐韩偓《驿步》,物近刘舆招垢腻，风经庾亮污尘埃。,污尘埃,政事部
唐薛奇童《拟古》,吮痈世所薄，挟纩恩难顾。,吮痈,政事部
清查慎行《惠研溪庶常从京邸寄到吴超士见怀诗四章次韵奉酬》之二,潜形那避含沙射，沈壁何来按剑嗔？,含沙射,政事部
宋李洪《新交行》,若非大夫尝便客，亦是丞相拂须人。,拂须,政事部
唐杜甫《奉汉中王手札》,犬马诚为恋，狐狸不足论。,狐狸不足论,政事部
唐李商隐《行次西郊作一百韵》,近作牛医儿，城社更攀缘。,城社,政事部
唐李绅《趋翰苑遭诬构四十六韵》,诳天犹指鹿，依社尚凭狐。,指鹿,政事部
宋李洪《新交行》,若非大夫尝便客，亦是丞相拂须人。,尝便,政事部
清张问陶《冬日遣怀》,今古茫茫貉一丘，功名常笑烂羊头。,烂羊头,政事部
清赵翼《有以疏慢见责者书以志愧》,望尘未惯车前拜，樗散孤踪敢不恬。,望尘拜,政事部
三国魏曹植《豫章行》,周公穆康叔，管蔡则流言。,管蔡流言,政事部
元周权《蒲萄酒》,纵教典却鹔鹴裘，不将一斗博凉州。,一斗博凉州,政事部
唐高适《途中寄徐录事》,空多箧中赠，长见右军书。,右军书,文明部
宋苏轼《和孔密州五绝·和流杯石上草书小诗》,蜂腰鹤膝嘲希逸，春蚓秋蛇病于云。,春蚓秋蛇,文明部
宋苏轼《石苍舒醉墨堂》,不须临池更苦学，完取绢素充衾调。,临池,文明部
宋苏轼《书刘景文所藏王子敬贴绝句》,家鸡野骛同登俎，春蚓秋蛇总入奁。,家鸡野骛,文明部
元黄庚《杂咏》,小径荒苔人不到，闭门闲学换鹅书。,换鹅书,文明部
唐李商隐《寄在朝郑曹独孤李四同年》,不因醉本兰亭在，兼忘当年旧永和。,醉本兰亭,文明部
宋苏轼《会客有美堂周邠长官与数僧同泛湖》之二,载酒无人过子云，掩关昼卧客书裙。,书裙,文明部
清顾炎武《龙门》,无人书壁问，倚马日将昏。,书壁问,文明部
唐卢纶《和徐法曹赠崔洛阳斑竹杖以诗见答》,劲堪和醉倚，轻好向空书。,向空书,文明部
宋苏拭《贺陈述古弟章生子》,甚欲去为汤饼客，惟愁错写弄獐书。,弄獐书,文明部
清顾炎武《表哀诗》,荻字书犹记，斑衣舞尚寻。,荻字,文明部
宋周孚《元日怀陈道人并忆焦山旧游》,功名画地饼，岁月下江船。,画地饼,文明部
唐杜甫《奉赠大常张卿二十韵》,谬知终画虎，微分是醯鸡。,圆虎,文明部
宋苏轼《与叶淳老侯敦夫张秉道同相视新河秉道有诗次韵二首》之一,从来自笑画蛇足，此事何殊食鸡肋。,画蛇足,文明部
唐杜甫《述古三首》之三,休运终四百，图画在云台。,图画云台,文明部
唐王维《故人张湮工诗善易卜兼能丹青草隶顷以诗见赠聊获酬之》,屏风误点惑孙郎，团扇草书轻内史。,屏风误点,文明部
唐王建《宫词》之九,少年天子重边功，亲到凌烟画阁中。,凌烟画阁,文明部
宋苏轼《送文与可出守陵州》,壁上墨君不解语，见之尚可销百忧。,墨君,文明部
宋陆游《小阁纳凉》,莫遣良工更摹写，此诗端是卧游图。,卧游图,文明部
清查慎行《送彭南陔赴长沙》,郑侠图曾伤目击，陈琳檄可愈头风。,郑侠图,文明部
唐柳宗元《重赠二首》之一,如今试遣隈墙问，已道世人那得知。,世人那知,文明部
唐钱起《送集贤崔八叔承恩括图书》,还劳五经笥，更访百家书。,五经笥,文明部
晋陆云《赠挪阳府君张仲膺诗》,斌斌君子，升堂入室。,升堂入室,文明部
唐窦牟《奉酬杨侍郎十兄见赠之作》,自悲由瑟无弹处，今作关西门下人。,由瑟,文明部
清卓孝复《寄郑苏龛同年》,曾让大名出头地，独留元气护高楼。,出头地,文明部
宋陆游《先少师宣和初有赠晁公以道诗……》,奴爱才如萧颖士，婢知诗似郑康成。,奴爱才,文明部
唐刘禹锡《忂州徐员外使君遗以缟纻兼竹书箱因成一篇用答佳贶》,远放歌声分白巴，知传家学与青箱。,传家学,文明部
宋苏轼《贺陈述古弟章生子》,甚欲去为汤饼客，惟愁错写弄獐书。,弄獐书,文明部
唐元稹《献荥阳公诗五十韵》,空虚惭炙輠，点窜许怀铅。,怀铅,文明部
唐高适《奉酬北海李太守丈人夏日平阴亭》,从此日闲放，焉能怀拾青。,拾青,文明部
宋刘筠《戊申年七夕五绝句》之四,岂惟蜀客知踪迹，更问庭中晒腹人。,晒腹,文明部
唐柳宗元《弘农公以顶德伟才屈于诬枉……谨献诗五十韵以毕徽志》,独弃他人国，难窥夫子墙。,难窥墙,文明部
唐李商隐《可叹》,宓妃愁坐芝田馆，用尽陈王八斗才。,八斗才,文明部
唐李峤《杂咏》,天子三章传，陈王七步才。,七步才,文明部
宋苏轼《次韵道潜留别》,异同更莫疑三语，物我终当付八还。,三语,文明部
宋苏轼《袁公济和复次韵答之》,文如翻水成，赋作叉手速。,叉手速,文明部
元耶律楚材《过天德和王辅之四首》之四,韦编三绝耽牺易，萧散风神真一隐人。,韦编三绝,文明部
清叶方蔼《撰西樵考功志文毕寄阮亭户部》,敢云下笔不加点，差喜临文无愧辞。,下笔不加点,文明部
宋黄庭坚《次韵郭明叔长歌》,诗书自可老斫轮，智略足以解连环。,老斫轮,文明部
宋苏轼《用和人求笔迹韵寄莘老》,江夏无双应未去，恨无文字相娱嬉。,江夏无双,文明部
宋苏轼《和刘景文见赠》,留子非为十日饮，要令安世诵亡书。,诵亡书,文明部
唐李商隐《失题》,斯文虚梦鸟，吾道欲悲徽。,梦鸟,文明部
宋黄庭坚《再答明略二首》之二,据席谈经只强颜。不安时论取讥弹。,据席谈经,文明部
唐罗隐《投浙东王大夫二十韵》,自愧三冬学。来窥数仞墙。,三冬学,文明部
唐李白《行行且游猎篇》,儒生不及游侠人，白首下帷复何益。,下帷,文明部
宋陆游《对酒》,牛角挂书何足问，虎头食肉亦非豪。,牛角挂书,文明部
唐韩愈《题张十八所居》,端来问奇字，为我讲声行。,问奇字,文明部
宋王安石《酬慕容员外》,吹毛未识腰间剑，刺股犹藏袖里锥。,刺股,文明部
清陈鹏年《冬日感怀》之二,直庐夜检青藜照，讲幄朝呈白虎通。,青藜照,文明部
唐元稹《献荥阳公诗五十韵》,劲芟鳌足断，精贯虱心穿。,虱心穿,文明部
唐李白《猛虎行》,暂到下邳受兵略，来投漂母作主人。,受兵略,文明部
唐权德舆《旅馆雪晴因成杂言》,丈夫富贵自有期，映雪读书徒白首。,映雪读书,文明部
唐元稹《哭吕衡州六首》之六,杜预春秋癖，扬雄著述精。,春秋癖,文明部
宋陆游《寒夜读书》之二,韦编屡绝铁砚穿，口诵手钞那计年。,铁砚穿,文明部
清钱谦益《虫诗十二首·灯蛾》,未许因人热，那能借壁光。,借壁光,文明部
唐韦应物《假中对雨呈县中僚友》,流麦非关忘，收书独不能。,流麦,文明部
唐李商隐《咏怀寄秘阁旧僚二十六韵》,悬头曾苦学，折臂反成医。,悬头苦学,文明部
唐高适《奉酬李太守夏日平阴亭》,一生徒羡鱼，四十犹聚萤。,聚萤,文明部
宋晏殊《示张穿丞王校勘》,游梁赋客多风味，莫惜青钱万选才。,青钱万选,文明部
唐岑参《送蒲秀才擢第归蜀》,新登卻诜第，更著老莱衣。,卻诜第,文明部
清赵翼《赠三元钱湘舲》,设令国家更有别科目，不知又领几次雁塔名。,雁塔名,文明部
宋陆游《感兴》,饱以五车读，劳以万里行。',五车读,文明部
清赵翼《疑团》,笑他如豆书生眼，徒诩生花笔一枝。,生花笔,文明部
明何景明《送王御史德辉西巡》,白笔万人看气象，肯令河外有烟尘？,白笔,文明部
唐黄滔《喜侯合人蜀中新命三首》之三,内人未识江淹笔，竟问当时不早求。,江淹笔,文明部
唐元稹《纪怀赠李六户曹崔二十功曹五十韵》,班笔行看掷，黄陂莫漫澄。,班笔,文明部
唐裴说《怀素台歌》,笔冢低低高似山，墨池浅浅深如海。,笔冢,文明部
唐杜甫《写怀》,祸首隧人氏，厉阶董狐笔。,董狐笔,文明部
宋苏轼《三月廿三恭闻皇太后升遐》之一,月落风悲天雨泣，谁将椽笔写光尘？,椽笔,文明部
宋黄庭坚《戏呈孔毅父》,管城子无食肉相，孔方兄有绝交书。,管城子,文明部
宋陈与义《和张规臣水墨梅五绝》之二,谁教也作陈玄面，眼乱初逢未敢言。,陈玄,文明部
唐宋之问《范阳王挽词二首》之一,洛阳今纸贵，犹写太冲词。,洛阳纸贵,文明部
宋陆游《村居日饮酒对梅花醉则拥纸衾熟睡》,孤寂惟寻曲道士，一寒仍赖楮先生。,楮先生,文明部
宋陆游《寒夜读书》,韦编屡绝铁砚穿，口诵手抄那计年。,铁砚穿,文明部
宋苏轼《次韵范纯父涵星砚月石风林屏》,陶泓不称管城沐，醉石可助平泉醒。,陶泓,文明部
唐冯伉《和权载之离合诗》,息心欲焚砚，自靦陪群英。,焚砚,文明部
清吴雯《哭张三公路之丧而送之十首》之四,亡书三箧君能记，谁备河东顾问来？,亡书三箧,文明部
唐王维《戏赠张五弟湮三首》之二,张弟五车书，读书仍隐居。,五车书,文明部
唐权德舆《郊居岁暮因书所怀》,就学缉韦编，铭心对欹器。,韦编,文明部
清顾汧《木庵荆岩梅崖枉过夜话分得鱼字》之一,寒窗独拥百城书，客至雄谈慰索居。,百城书,文明部
唐杜牧《赠朱道灵》,刘根丹篆三千字，郭璞青囊两卷书。,青囊两卷书,文明部
唐崔宗之《赠李十二白》,袖有匕首剑，怀中茂陵书。,茂陵书,文明部
唐苏颋《奉和圣制春台望应制》,诗书焚爇散学士，高阁奢逾娇美人。,诗书焚爇,文明部
唐宋之问《宴安乐公主宅得空字》,箫奏秦台里，书开鲁壁中。,鲁壁书,文明部
唐严武《寄题杜二锦江野亭》,腹中书籍幽时晒，肘后医方静处看。,腹中书籍,文明部
宋陈与义《次韵西郊春事》,毛颖陈玄虽胜流，也须从事到青州。,毛颖,文明部
唐李商隐《韩碑》,古者世称大手笔，此事不系于职司。,大手笔,文明部
清杨夔《送张相公出征》,援毫飞凤藻，发匣吼龙泉。,凤藻,文明部
唐赵嘏《题曹娥庙》,文字在碑碑已堕，波涛辜负色丝文。,色丝文,文明部
宋王安石《寄题郢州白雪楼》,折杨黄花笑者多，阳春白雪和者少。,阳春白雪,文明部
宋徐铉《和方泰州见寄》,置醴筵空情岂尽，投湘文就思如凝。,投湘文,文明部
清吴雯《寄呈梁大司农》,荐祢书仍在，投琼语更温。,荐祢书,文明部
唐皎然《杼山禅居寄赠东溪吴处士冯一首》,身当青山秀，文体多郢声。,郢声,文明部
唐杜牧《长安杂题长句六首》之二,自笑苦无楼获智，可怜铅椠又何妨。,铅椠,文明部
唐羊士谔《郡中玩月寄江南李少府尹虞部孟员外》,兹夕披云望，还吟掷地篇。,掷地篇,文明部
宋陆游《云峰顶里看采杨梅连日留山中》,未爱满盘堆火齐，先惊探颔得骊珠。,探颔得珠,文明部
唐刘长卿《秋日夏口涉汉阳献李相公》,藏弓身已退，焚稿事难闻。,焚稿,文明部
唐罗隐《魏博罗令公附卷有回》,马上固惭消髀肉，幄中由羡愈头风。,愈头风,文明部
元袁桷《寿致政王侍郎八十二十韵》,誓墓文何早，传家计岂迂。,誓墓文,文明部
宋陆游《小轩》,麟笔残功成水品，蛇图余思入棋枰。,麟笔,文明部
唐王维《上张令公》,市阅千金字，朝闻五色书。,千金字,文明部
宋陆游《夜坐》,辛苦空成《左传》癖，逍遥常愧大慈仙。,左传癖,文明部
唐陆龟蒙《记事诗》,骏骨正牵盐，玄文终覆瓿。,玄文覆酱,文明部
宋黄庭坚《送顾子敦赴河东三首》之二,遥知更解青牛句，一寸功名心已灰。,青牛句,文明部
唐徐弦《张先辈见寄二首》之二,两首新诗千里道，感君情分独知丘。,知丘,文明部
唐白居易《和酬郑侍御东阳春闷见寄》,一缄疏入掩谷永，三都赋成排左思。,三都赋,文明部
金元好问《白屋》,长门谁买千金赋，祖道虚传五鬼文。,千金赋,文明部
唐王维《戏赠张五弟諲三首》之二,染翰过草圣，赋诗轻《子虚》。,子虚,文明部
唐皇甫冉《馆陶李丞旧居》,词藻世传平子赋，园林人比郑公乡。,平子赋,文明部
唐李商隐《送千牛李将军赴阙五十韵》,幸藉梁园赋，叨蒙许氏评。,梁园赋,文明部
唐戴叔伦《过贾谊旧居》,楚乡卑湿以殊方，鵩赋人非宅已荒。,鵩赋,文明部
清查慎行《外舅陆射山先生挽歌》,世乏中郎笔，谁为有道铭？,有道铭,文明部
清钱谦益《绣斧西巡歌为徐季良先生作》之一,胡床襆被萧然去，片石留为剑阁铭。,剑阁铭,文明部
唐张九龄《故徐州刺史赠吏部侍郎苏公挽词三首》之二,本谓山公启，而今殁始扬。,山公启,文明部
清高鹗《文章看落笔》,八行操定价，千丈落奇观。,八行,文明部
唐李白《庐山谣寄卢待御虚舟》,我本楚狂人，凤歌笑孔丘。,凤歌,文明部
唐孟浩然《同曹三御史行泛湖归越》,秋人诗人意，巴歌和者稀。,巴歌,文明部
南朝陈张正见《从籍田应衡阳王教作五章》之五,幸承滥吹末，击壤自为歌。,击壤歌,文明部
南朝梁沈约《伤李珪之》,既阙优孟歌，身没谁为宠？,优孟歌,文明部
