allu_name,x_data,label
世人那知,《世说新语·品藻》：“谢公问王子敬：君书何如君家尊？答曰：固当不同。公曰：外人论殊不尔。王曰：外人那得知？”,文明部
五经笥,"《后汉书·文苑列传·边韶传》：“边韶字孝先……以文章知名，教授数百人。韶口辩，曾昼日假卧，弟子私嘲之曰：边孝先，腹便便，懒读书，但欲眠。韶潜闻之，应时对曰：边为姓,孝为字。腹便便，《五经》笥。但欲眠，思经事。寐与周公通梦，静与孔子同意。师而可嘲，出何典记？嘲者大惭。”笥，古代藏书竹器。",人物部#器用部#人事部#文明部#人体部
出头地,宋欧阳修《与梅圣俞书》：“读（苏）轼书，不觉汗出。快哉快哉！老夫当避路，放他出一头地也。”,文明部#人体部
奴爱才,宋钱易《南部新书·庚》：“萧颖士，开元中，年十九，擢进士第。儒释道三教，无不该通。然性褊躁，忽忿戾，举世无比。尝使一佣仆杜亮，每一决责，便至力殚。亮养疮平，复为其指使如故。人有劝，曰：岂不知，但以爱其才而慕其博奥，以此恋恋不能去。卒至于死耳。”,文明部#人物部
传家学,《宋书·王准之传》：“王准之字元曾，曾祖彪之……博闻多识，练悉朝仪，自是家世相传，并谙江左旧事，缄之青箱，世人谓之王氏青箱学。”,文明部#器用部
怀铅,《西京杂记》卷三：“扬子云好事，常怀铅提椠，从诸计吏，访殊方绝域四方之语，以为裨补輶轩所载，亦洪意也。”,文明部
拾青,《汉书·夏侯胜传》：（夏侯）胜每讲授，常谓诸生曰：士病不明经术；经术苟明，其取青紫如俯地拾地芥耳。”,植物部#文明部#器用部#人事部
八斗才,《释常谈·八斗之才》：“谢灵运尝曰：天下才有一石，曹子建（植）独占八斗，我得一斗，天下共分一斗。”,文明部#器用部
下笔不加点,《文选·祢衡（鹦鹉赋）》：“时黄祖太子射宾客大会，有献鹦鹉者，举酒于衡前曰：祢处士，今日无用娱宾，窃以此鸟自远而至，明慧聪善，羽族之可贵，愿先生为之赋，使四坐咸共荣观，不亦可乎？衡因为赋，笔不停缀，文不加点。”,文明部#人物部
诵亡书,《汉书·张安世传》：“亡书三箧，诏问莫能知，惟（张）安世识之。”,文明部#器用部
据席谈经,《后汉书·戴凭传》：“时诏公卿大会，群臣皆就席，（戴）凭独立。光武问其意，凭对曰：博士说经皆不如臣，而坐居臣上，是以不得就席。帝即召上殿，令与诸儒难说，凭多所解释、帝善之，拜为郎中。”,文明部#器用部
三冬学,《汉书·东方朔传》：“（东方）朔初来，上书曰：臣朔少失父母，长养兄嫂。年十三学书，三冬文史足用。”如淳注：“贫子冬日乃得学书，言文史之事足可用也。”,文明部#天文部
下帷,《汉书·董仲舒传》：“（董仲舒）下帷讲经，弟子传以久次相授业，或莫见其面，盖三年不窥园，其精如此。”,文明部#器用部
牛角挂书,《新唐书·李密传》：“（李密）以蒲鞯乘牛，挂《汉书》一帙角上，行且读。越国公杨素适见于道，按辔蹑其后，曰：何书生勤如此？密识素，下拜。问所读，曰：《项羽传》。因与语，奇之。”,动物部#文明部
问奇字,《汉书·扬雄传》：扬雄“家素贫，耆酒，人希至其门。时有好事者载酒肴从游学。”又“刘棻尝从雄学作奇字”,伦类部#文明部#器用部#人事部
刺股,《战国策·秦策一》：苏秦上书说秦王不成，回家后遭到冷落，“乃夜发书，陈箧数十，得太公阴符之谋，伏而诵之，简练以为揣摩。读书欲睡，引锥自刺其股，血流至足。”,文明部#器用部
虱心穿,《列子·汤问》：纪昌学射于飞卫，飞卫命他先学视，要做到视小如大，视微如著。“昌以毫悬虱于牖南面而望之，旬日之间浸大也。三年之后如车轮焉，以覩余物，皆丘山也。乃以燕角之弧，朔蓬之簳射之，贯虱之心而悬不绝。”,动物部#九流部#文明部#器用部
映雪读书,《初学记》卷二引《宋齐语》。“孙康家贫，常映雪读书，清谈，交游不杂。”,文明部#器用部#天文部
铁砚穿,#宋何蓬《春治纪闻》：“桑维翰试进士，有司嫌其姓，黜之。或劝勿试，维翰持铁砚示人曰：铁砚穿，乃改业。著《日出扶桑赋》以见志。”另《新五代史·桑维翰传》亦载。,文明部
借壁光,《西京杂记》卷二：“匡衡字稚圭，勤学而无烛。邻舍有烛而不逮，衡乃穿壁引其光，以书映光而读之。”,文明部#器用部
悬头苦学,《太平御览》卷三六三引《汉书》：“孙敬字文宝，好学，晨夕不休，及至眠睡疲寝，以绳系头悬屋梁。后为当世大儒。”,文明部#器用部#人体部
雁塔名,五代王定保《唐摭言》卷三：“进士题名，自神龙之后，过关宴后，率皆期集于慈恩塔下题名。”慈恩塔即大雁塔。,文明部#器用部#人事部
生花笔,五代王仁裕《开元天宝遗事·梦笔头生花》：“李太白少时，梦所用之笔头上生花。后天才赡逸，名闻天下。”,植物部#文明部#人事部
笔冢,唐李肇《国史补》：“长沙僧怀素，好草书，自言得草圣三昧。弃笔堆积，埋于山下，号曰笔冢。”,文明部
椽笔,《晋书·王珣传》：“（王）珣梦人以大笔如椽与之，既觉，语人云；此当有大手笔。俄而帝崩，哀册谥议，皆珣所草。”,文明部
管城子,唐韩愈《毛颖传》：“秦皇帝使（蒙）恬赐之汤沐，而封诸管城，号曰：管城子。”,文明部
陈玄,唐韩愈《毛颖传）：“（毛）颖与绎人陈玄、弘农陶泓及会稽褚先生友善，相推致，其出处必偕。上召颖，三人者不待诏，辄俱往，上未尝怪焉。”毛颖，笔；陈玄，墨；陶泓，砚；褚先生（又作楮先生），纸。均为假托人名。,文明部
洛阳纸贵,《晋书·左思传）：“（左思）复欲赋三都……遂构思十年，门庭藩溷皆著笔纸，遇得一句，即便疏之。……及赋成，……（皇甫）谧称善，为其赋序。……自时之后，盛重于时，……于是豪贵之家竞相传写，洛阳为之纸贵。”,文明部
焚砚,《晋书·陆机传》：“（陆机）弟（陆）云尝与书曰：“（崔）君苗见兄文，辄欲烧其笔砚。”,文明部
五车书,《庄子·天下》：“惠施多方，其书五车，其道舛驳，其言也不中。”,文明部#器用部
韦编,《史记·孔子世家》：“孔子晚而喜《易》，序《象》、《系》、《象》、《说卦》、《文言》。读《易》，韦编三绝。曰：假我数年，若是，我于《易》则彬彬矣。”,文明部#人物部
腹中书籍,《世说新语·排调》：“郝隆七月七日出日中仰卧，人问其故，答曰：我晒书。”,文明部#人体部
色丝文,《世说新语·捷悟》：“魏武尝过曹娥碑下，杨修从。碑背上见题作黄绢幼妇，外孙齑臼八字，魏武谓修曰：解不？答曰：解。魏武曰：卿未可言，待我思之。行三十里，魏武乃曰：吾已得。令修别记所知。修曰：黄绢，色丝也，于字为绝；幼妇，少女也，于字为妙；外孙，女子也，于字为好；齑臼，受辛也，于字为辞：所谓绝妙好辞也。魏武亦记之，与修同，乃叹曰：我才不及卿，乃觉三十里。”,文明部#人事部
掷地篇,《晋书·孙绰传》“（孙绰）尝作《天台山赋》，辞致甚工，初成，以示友人范荣期云：卿试掷地，当作金石声也。荣期曰：恐此金石非中宫商。然每至佳句，辄云：应是我辈语。”,文明部
千金字,《史记·吕不韦列传》：吕不韦使门人作《吕氏春秋》，“布咸阳市门，悬千金其上，延诸侯游士宾客，有能增损一字者，予千金。”,文明部
左传癖,《晋书·杜预传》：“（杜预）既立功之后，从容无事，乃耽思经籍，为《春秋左氏经传集解》。……武帝闻之，谓预曰：卿有何癖？对曰：臣有《左传》癖。”,文明部#人事部
玄文覆酱,《汉书·扬雄传赞》：“巨鹿侯芭常从（扬）雄居，受其《太玄》丶法言》焉。刘歆亦尝观之，谓雄曰：空自苦！今学者有禄利，然尚不能明《易》，又如《玄》何？吾恐后人用覆酱瓿也。雄笑而不应。”,文明部#器用部#人事部
千金赋,汉司马相如《长门赋·序》：“孝武皇帝陈皇后时得幸，颇妒。别在长门宫，愁闷悲思。闻蜀郡成都司马相如天下工为文，奉黄金百斤为相如、文君取酒，因于解悲愁之辞。而相如为文以悟主上，陈皇后复得亲幸。”,文明部#器用部#人事部
子虚,《史记·司马相如传》：“上（汉武帝）读《子虚赋》而善之，曰：朕独不得与此人同时哉！（杨）得意曰：臣邑人司马相如自言为此赋。上惊，乃召问相如。相如曰：有是。然此乃诸侯之事，未足观也。请为天子游猎赋，赋成奏之。上许，令尚书给笔札。相如以子虚虚言也，为楚称。乌有先生者，乌有此事也，为齐难；无是公者，无是人也，明天子之义。故空藉此三人为辞，以推天子诸侯之苑囿。其卒章归之于节俭，因以风谏。奏之天子，天子大说。”,文明部#人物部#政事部
平子赋,《后汉书·张衡传》：“（张）衡乃拟班固《两都》，作《二京赋》，因以讽谏。精思傅会，十年乃成。”“衡常思图身之事，以为吉凶倚伏，幽微难明，乃作《思玄赋》，以宣寄情志。”,文明部#人事部
剑阁铭,《晋书·张载传》：“太康初，至蜀省父，道经剑阁。（张）载以蜀人恃险好乱，因著铭以作诫曰：……。益州刺史张敏见而奇之，乃表上其文，武帝遣使镌之于剑阁山焉。”,文明部
击壤歌,《论衡·艺增》：“《论语》曰：大哉，尧之为君也，荡荡乎民无能名焉。传曰：有年五十击壤于路者，观者曰：“大哉，尧德乎！”击壤者曰：“吾日出而作，日入而息，凿井而饮，耕田而食，尧何等力！”,文明部#人物部#政事部#人事部
听歌吴季札,《左传·襄公二十九年》：“吴公子札来聘……请观于周乐。使工为之歌《周南》、《召南》，曰：美哉！始基之矣，犹未也。然勤而不怨矣。为之歌《邶》、《鄘》、《卫》，曰：美哉，渊乎！忧而不困者也。吾闻卫康叔、武公之德如是，是其《卫风》乎？为之歌《王》……见舞《韶箾》者，曰：德至矣哉……观止矣！若有他乐，吾不敢请已！”季札曾封于延陵。,文明部#人事部
余音绕梁,《列子·汤问》：“昔韩娥东之齐，匮粮，过雍门，鬻歌假食。既去而余音绕梁欐，三日不绝，左右以其人弗去。”,文明部#人物部#器用部
赵津歌,汉刘向《列女传·赵津女娟》：“赵津女娟者，赵河津吏之女，赵简子之夫人也。初，简子南击楚，与津吏期。简子至，津吏醉卧，不能渡，简子欲杀之。娟惧，持楫而走。简子曰：女子走何为？对曰：津吏息女。妾父闻主君来渡，不测之水，恐风波之起，水神动骇，故祷祠九江三淮之神，供具备礼，御釐受福，不胜巫祝杯酌余沥，醉至于此。君欲杀之，妾愿以鄙躯易父之死。”简子曰：非女之罪也。娟曰：主君欲因其罪而杀之，妾恐其身之不知痛，而心不知罪也。若不知罪杀之，是杀不辜也。愿醒而杀之，使知其罪。简子曰：善！遂释不诛。简子将渡，用楫者少一人，娟攘卷掺楫而请曰：妾愿备员持楫。……遂与渡。中流，为简子发《河激》之歌，其辞曰：升彼阿兮面观清，水扬波兮沓冥冥。祷求福兮醉不醒，诛将加兮妾心惊。罚既释兮渎乃清，妾持楫兮操其维。蛟龙助兮主将归，呼来擢兮行勿疑。简子大悦，曰：昔者不谷梦娶妻，岂此女乎？将使人祝祓以为夫人。娟乃再拜而辞曰：夫妇人之礼，非媒不嫁。严亲在内，不敢闻命！遂辞而去。简子归，乃纳币于父母，而立以为夫人。”,文明部#人物部
遏云歌,《列子·汤问》：“薛谭学讴于秦青，未穷青之技，自谓尽之；遂辞归。秦青弗止；饯于郊衙，抚节悲歌，声振林木，响遏行云。薛谭乃谢求反，终身不敢言归。”,文明部#天文部
漆园歌,《庄子·至乐》：“庄子妻死，惠子吊之，庄子则方箕踞，鼓盆而歌。惠子曰：与人居，长子，老，身死，不哭，亦足矣，又鼓盆而歌，不亦甚乎？庄子曰：不然，是其始死也，我独何能无概然？察其始，而本无生；非徒无生也，而本无形；非徒无形也，而本无气。杂乎芒芴之间，变而有气，气变而有形，形变而有生，今又变而之死，是相与为春秋冬夏四时行也。人且偃然寝于巨室，而我噭噭然，随而哭之，自以为不通乎命，故止也。”庄子曾任漆园吏。,文明部#伦类部#器用部#人事部
大风歌,《史记·高祖本纪》：“（汉）高祖还归，过沛，留。置酒沛宫，悉召故人父老子弟纵酒，发沛中儿得百二十人，教之歌。酒酣，高祖击筑，自为歌诗曰：大风起兮云飞扬，威加海内兮归故乡，安得猛士兮守四方！令儿皆和习之。高祖乃起舞，慷慨伤怀，泣数行下。”,文明部#人物部#人事部
文翁儒化,《汉书·文翁传》：“文翁……景帝末为蜀郡守。仁爱好教化，见蜀地辟陋，有蛮夷风。文翁欲诱进之，乃选郡县小史开敏有材者张叔等十余人，亲自饬厉，遣诣京师，受业博士，……又修起学官于成都市中，招下县子弟以为学官弟子。……武帝时，乃今天下郡国皆立学校官，自文翁为之始云。……至今巴蜀好文雅，文翁之化也。”,文明部#人物部
鲁壁简,《汉书·恭王刘除传》：“恭王初好治宫室，坏孔子旧宅，以广其宫。闻钟磐琴瑟之声，遂不敢复坏。于其壁中得古文经传。”,文明部#器用部
曲高,战国楚宋玉《对楚王问》：“客有歌于郢中者，其始曰《下里》、《巴人》，国中属而和者数千人；其为《阳阿》、《薤露》，国中属而和者数百人；其为《阳春》、《白雪》，国中属而和者不过数十人；引商刻羽，杂以流徵，国中属而和者不过数人而已。是其曲弥高，其和弥寡。”,文明部#人事部
周郎顾,《三国志·吴书·周瑜传》：“瑜少精意于音乐，虽三爵之后，其有间误，瑜必知之，知之必顾，故时人谣曰：曲有误，周郎顾。”,文明部#伦类部
南风多死声,《左传·襄公十八年）：“晋人闻有楚师，师旷曰：不害，吾骤歌北风，又歌南风，南风不竞，多死声，楚必无功。”,文明部#武备部
鱼听曲,《荀子·劝学》：“昔者瓠巴鼓瑟而流鱼出听，伯牙鼓琴而六马仰秣。”《列子·汤问》：“瓠巴鼓琴而鸟舞鱼跃。”《淮南子·说山训》：“瓠巴鼓瑟而淫鱼出听。”高诱注：“瓠巴，楚人也，善鼓瑟，淫鱼喜音，出头于水而听之。”,动物部#文明部#地理部
闻韶,《论语·述而》：“子在齐闻《韶》（舜时乐曲），三月不知肉味，曰：不图为乐之至于斯也。”,文明部#器用部
高山流水,《吕氏春秋·本味》：“伯牙鼓琴，钟子期听之。方鼓琴而志在太山，钟子期曰：善哉乎鼓琴，巍巍乎若太山。少选之间，而志在流水，钟子期又曰：善哉乎鼓琴，汤汤乎若流水。钟子期死，伯牙破琴绝弦，终身不复鼓琴，以为世无足复为鼓琴者。”,伦类部#文明部#人事部#人体部
楚奏,《左传·成公九年》：“晋侯观于军府，见钟仪。问之曰：南冠而絷者，谁也？有司对曰：郑人所献楚囚也。使税之。召而吊之。再拜稽首。问其族。对曰：伶人也。公曰：能乐乎？对曰：先父之职官也，敢有二事？使与之琴，操南音。”,文明部#器用部#人事部
伶伦吹,《吕氏春秋·仲夏纪·古乐》：．“昔黄帝令伶伦作为律，伶伦自大夏之西乃之阮隃之阴，取竹于嶰溪之谷，以生空窍厚钧者断两节间，其长三寸九分而吹之以为黄钟之宫。”,植物部#文明部
催花鼓,唐南卓《羯鼓录》：“尝遇二月初诘旦，巾栉方毕，时当宿雨初晴，景色明丽，小殿内庭，柳杏将吐。睹而叹曰：对此景物，岂得不为他判断之乎？左右相目，将命备酒，独高力士遣取羯鼓。上（唐玄宗）旋命之临轩，纵击一曲，曲名《春光好》（原注：“上自制也。”），神思自得。及顾柳杏，皆已发拆。上指而笑谓嫔御曰：此一事不唤我作天公，可乎？嫔御侍官皆呼万岁。”,植物部#文明部
无弦琴,《晋书·陶潜传》：“（陶潜）性不解音，而畜素琴一张，弦徽不具，每朋酒之会，则抚而和之，曰：但识琴中趣，何劳弦上声！”,文明部#人事部
宓子弹琴,《吕氏春秋·察贤》：“宓子贱治单父，弹鸣琴，身不下堂而单父治。”,文明部#政事部#器用部
海上琴,唐吴兢《乐府古题要解·水仙操》：“旧说伯牙学鼓琴于成连先生，三年而成。至于精神寂寞，情志专一，尚未能也。成连云：吾师于春在海中，能移人情。乃与伯牙延望，无人。至蓬莱山，留伯牙曰：吾将迎吾师。刺船而去，旬时不返，但闻海上水汩汲漰澌之声。山林窅冥，群鸟悲号，怆然叹曰：先生将移我情。乃援琴而歌之。曲终，成连刺船而还。伯牙遂为天下妙手。”,文明部#人物部
焦琴,《后汉书·蔡邕传》：“吴人有烧桐以爨者，（蔡）邕闻火烈之声，知其良木，因请而裁为琴，果有美音，而其尾犹焦，故时人名曰焦尾琴焉。”,植物部#文明部#人事部
由也瑟,《论语·先进》：“于曰：由之瑟奚为于丘之门？门人不敬子路。子曰：由也升堂矣，未入于室也。”,文明部#器用部
桓伊筝,《晋书·桓伊传》：“时谢安女婿王国宝专利无检行，安恶其为人，每抑制之。……国宝谗谀之计稍行于主相之间。而好利险诐之徒，以安功名盛极，而构会之，嫌隙遂成。帝召伊饮宴，安侍坐。……伊便抚筝而歌怨诗曰：为君既不易，为臣良独难。忠信事不显，乃有见疑患。周旦佐文武，金縢功不刊。推心辅王政，二叔反流言。声节慷慨，俯仰可观。安泣下沾襟，乃越席而就之，捋其须曰：使君于此不凡！帝甚有愧色。”,文明部#人事部
三弄笛,《晋书·桓伊传》“（桓伊）善音乐，尽一时之妙，为江左第一。有蔡邕柯亭笛，常自吹之。王徽之赴召京师，泊舟青溪侧。素不与徽之相识。伊于岸上过，船中客称伊小字曰：此桓野王也。徽之便令人谓伊曰：闻君善吹笛，试为我一奏。伊是时已贵显，素闻徽之名，便下车据胡床，为伊三调，弄毕，便上车去，客主不交一言。”,文明部
柯笛,《后汉书·蔡邕传》：“远迹吴会。”李贤注引晋张骘《文士传》曰：“邕告吴人曰：吾昔尝经会稽高迁亭，见屋椽竹东间第十六可以为笛。取用，果有异声。”《世说新语·轻诋》：“蔡伯喈睹睐笛椽。”刘孝标注引晋伏滔《长笛赋叙》曰：“余同僚桓子野有故长笛，传之耆老云：蔡邕伯喈之所制也。初，邕避难江南，宿于柯亭之馆，以竹为椽，邕仰眄之，曰：良竹也。取以为笛，音声独绝。历代传之至于今。”,植物部#文明部
吴市吹箫,《史记·范睢蔡泽列传》：“伍子胥橐载而出昭关，夜行昼伏，至于陵水，无以糊其口，膝行蒲伏，稽首肉袒，鼓腹吹篪《一作“箫”》，乞食于吴市，卒兴吴国，阖闾为伯。”,文明部#人事部
吹竿,《韩非子·内储说上》：“齐宣王使人吹竽，必三百人，南郭处士请为王吹竽，宣王说之，廪食以数百人。宣王死，涽王立，好—一听之，处士逃。”,文明部
渐离筑,《史记·刺客列传》：“秦皇帝惜其（高渐离）善击筑，重赦之，乃矐其目。使击筑，未尝不称善。稍益近之，高渐离乃以铅置筑中，复进得近，举筑朴秦皇帝，不中。”,文明部#人事部
牛渚咏,《晋书·袁宏传》：“（袁宏）少孤贫，以运租自业。谢尚时镇牛诸，秋夜乘月，率尔与左右微服泛江。会宏在舫中讽咏，声既清会，辞又藻拔，遂驻听久之，遣问焉。答云：是袁临汝郎诵诗。即其咏史之作也。尚倾率有胜致，即迎升舟，与之谭论，申旦不寐，自此名誉日茂。”,文明部#器用部#人事部
洛生咏,《世说新语·雅量》：“桓公伏甲设撰……（谢安）方作洛生咏。”刘孝标注引宋明帝《文章志》曰：“安能作洛下书生咏，而少有鼻疾，语音浊。后名流多教其咏，弗能及，手掩鼻而吟焉。”,人体部#文明部#人事部
叉手,宋孙光宪《北梦琐言》卷四：“（温庭筠）工于小赋，每入试，押宫韵作诗，凡八叉手而成八韵成。”,文明部
诗入鸡林,《新唐书·白居易传》：“（白）居易于文章精切，……鸡林（古国名）行贾售其国相，率篇易一金。”,文明部#人物部
诗成得袍,《新唐书·宋之问传》：“武后游洛南龙门，诏从臣赋诗。左史东方虬诗先成，后赐锦袍。之问俄顷献，后览之嗟赏，更夺袍以赐。”,文明部#器用部
推敲,宋胡仔《苕溪渔隐丛话前集》卷十九引《刘公嘉话》：“（贾）岛初赴举京师，一日。于驴上得句云：鸟宿池边树，僧敲月下门。”始欲着“推字，又欲着敲字，练之未定，遂于驴上吟哦，时时引手作推敲之势。时韩愈吏部权京兆，岛不觉冲至第三节。左右拥至尹前，岛具对所得诗句云云。韩立马良久，谓岛曰；作“敲”字佳矣。”,伦类部#文明部#器用部#人事部
骑驴索句,宋孙光宪《北梦琐言》卷七：“或曰：相国（郑綮）近有新诗否？对曰：诗思在灞桥风雪中驴子上，此处何以得之？盖言平生苦心也。”,动物部#文明部#天文部
四愁,东汉张衡《四愁诗·序》；“时天下渐弊，郁郁不得志，为《四愁诗》。……思以道术相报，贻于时君，而惧谗邪不得以通。”,文明部#人事部
白头吟,《西京杂记》卷三：“相如将聘茂陵人女为妾，卓文君作《白头吟》以自绝，相如乃止。”,文明部#人事部
李陵诗,《文选》中有李陵《与苏武三首》，其词凄怆悲苦。,文明部
枫落句,《旧唐书·郑世翼传》：“时崔信明自谓文章独步，多所凌轹。（郑）世翼遇诸江中，谓之曰：尝闻“枫落吴江冷”，信明欣然示百余篇。世翼览之未终，曰：所见不如所闻。投之于江。信明不能对，拥楫而去。”,文明部#地理部
刻烛成篇,《南史·王僧儒传》：“竟陵王子良尝夜集学士，刻烛为诗，四韵者则刻一寸，以此为率。（萧）文琰曰：顿烧一寸烛，而成四韵诗，何难之有？乃与（丘）令楷、江洪等共打铜钵立韵，响灭则诗成，皆可观览。”,文明部#器用部
织锦回文,《晋书·列女传》：“窦滔妻苏氏，始平人也，名蕙，字兰若。善属文。滔，苻坚时为秦州刺史，被徙流沙。苏氏思之，织锦为回文旋图诗以赠滔。宛转循环以读之，词甚凄婉，凡八百四十字，文多不录。”,文明部#伦类部#器用部#人事部
锦囊诗草,唐李商隐《李长吉小传》：“（李贺）每旦日出与诸公游，未尝得题然后为诗，如他人思量牵合以及程限为意。恒从小奚奴，骑距驴，背一古破锦囊，遇有所得，即书投囊中。及暮归，太夫人使婢受囊出之，见所书多，辄曰：是儿要当呕出心乃已尔。上灯，与食。长吉从婢取书，研墨叠纸足成之，投他囊中。非大醉及吊丧日，率如此。”,文明部#器用部#人事部
七步咏,《世说新语·文学》：“文帝尝令东阿王七步中作诗，不成者行大法。应声便为诗曰：煮豆持作羹，漉菽以为汁。萁在釜下燃，豆在釜中泣。本是同根生，相煎何太急。帝深有惭色。”,植物部#文明部#伦类部
大夫松,《史记·秦始是本纪》：“始皇泰山封禅，下，风雨暴至，休于树下，因封其树为五大夫。”,植物部#人物部
王恭柳,《晋书·王恭传》：“（王）恭美姿仪，人多爱悦，或目之云：濯濯如春月柳。尝被鹤氅裘，涉雪而行，孟昶窥见之。叹曰：此真神仙中人也！”,人物部#器用部#植物部#天文部#人事部
五株柳,晋陶潜《五柳先生传》：“先生不知何许人也，亦不详其姓字，宅边有五柳树，因以为号焉。”,植物部#人物部#器用部#人事部
张绪柳,《南史·张绪传》：“（张）绪吐纳风流，听者皆忘饥疲，见者肃然如在宗庙。……刘俊之为益州，献蜀柳数株、枝条甚长，状若丝缕。时旧宫芳林苑始成，武帝以植于太昌灵和殿前，常赏玩咨嗟，曰：“此杨柳风流可爱，似张绪当年时。”,植物部#人事部
陶公柳,《晋书，陶侃传》：“（陶侃）尝课诸营种柳，都尉夏施盗官柳植之于己门、侃后见，驻车问倒：“此是武昌西门前柳，何因盗来此种？施惶怖谢罪。”,植物部#武备部
三士桃,《晏子春秋·内篇·谏下》：“公孙接、田开疆、古冶子三人事景公，恃勇而无礼，晏子请求景公除去三人，并献计“请公使人少[饣鬼]之二桃曰：三人何不计功而食桃？于是三人论功争桃，以至“反其桃，挈领而死。”,植物部#人物部#政事部
道旁李,《世说新语·雅量》：“王戎七岁，尝与诸小儿游，看道边李树多子折枝，诸儿竞走取之，唯戎不动。人问之，答曰：树在道边而多子，此必苦李。取之信然。”,植物部#人事部
东堂桂树,《晋书·郤诜传》：“（郤诜）累迁雍州刺史。武帝于东堂会送，问诜曰：卿自以为何如？诜对曰：臣举贤良对策，为天下第一，犹桂林之一枝，昆山之片玉。帝笑。”,植物部#文明部#人事部
薪桂,"《战国策·楚策三孔“苏秦之楚，三日乃得见乎王。谈卒，辞而行。楚王曰：寡人闻先生若闻古人，今先生乃不远千里而临寡人,曾下肯留，愿闻其说。对曰：楚国之食贵于玉，薪贵于桂，谒者难得见如鬼，王难得见如天帝。今令臣食玉炊桂，因鬼见帝！王曰：先生就舍，寡人闻命矣！”",植物部#伦类部#器用部#人事部
陆绩橘,《三国志·吴志·陆绩传》：“绩年六岁，于九江见袁术。术出橘，绩怀三枚，去，拜辞堕地，术谓曰：陆郎作宾客而怀橘乎？绩跪答曰：欲归遗母。术大奇之。”,植物部#伦类部
橘奴,《三国志·吴志·孙体传》裴松之注引《襄阳记》：“（李）衡每欲治家，妻辄不听，后密遣客十人于武陵龙阳汜洲上作宅，种甘橘千株。临死，敕儿曰：汝母恶我治家，故穷如是。然吾州里有千头木奴，不责汝衣食，岁上一匹绢，亦可足用耳。衡亡后二十除日，儿以白母，母曰：此当是种甘橘也，汝家失十户客来七八年，必汝父遣为宅。汝父恒称太史公言“江陵千树橘，当封君家。”,植物部#地理部#人物部
杜栎,《庄子·人间世》：匠石之齐，见大栎树，“散木也，以为舟则沈，以为棺椁则速腐，以为器则速毁，以为门户则液满[氵换木]，以为柱则蠢，是不材之木也，无所可用，故能若是之寿。”,植物部#人事部
班荆,《左传·襄公二六年》；“初，楚伍参与蔡太师于朝友，其子伍举（亦名“椒举”）与声子相善也。”伍举获罪，”奔郑，将遂奔晋。声子将如晋，遇之于郑郊，班荆（以荆之枝叶铺地为席）相与食，而言复故。声子曰：子行也，吾必复子。”,植物部#伦类部
龙竹,晋葛洪《神仙传·壶公）：费长房从壶公学仙，辞归，“忧不得到家。公以一竹枝与之曰：但骑此得到家耳。房骑竹杖辞去，忽如睡觉，已到家……所骑竹杖弃葛陂中，视之，乃青龙耳。”,动物部#器用部#植物部#九流部#地理部
此君,《世说新语·任诞》：“王子猷尝暂寄人空宅住，便令种竹。或问：暂住何烦尔？王啸咏良久，直指竹曰：何可一日无此君！”,植物部#文明部#人事部
竹头,《晋书·陶侃传》：“时造船，木屑及竹头悉令举掌之，威不解所以。后正会，积雪始晴，听事前余雪犹湿，于是以屑布地。及桓温代蜀，又以（陶）侃所贮竹头作丁装船。其综理微密，皆此类也。”,植物部#人事部
孟笋,《三国志·吴志、孙皓传》裴松之注引《楚国先贤传》：“（孟）宗母嗜笋、冬节将至，时笋尚未生，宗入竹林哀叹，而笋为之出，得以供母。皆以为至孝之所致感。”,植物部#伦类部
胸有成竹,宋苏轼《文与可画筼筜谷偃竹记》：“故画竹，必先得成竹于胸中，执笔熟视，乃见其所欲画者，急起从之，振笔直遂，以追其所见，如兔起鹘落，少纵则逝矣。”,植物部
安期枣,《史记·封禅书》：“臣尝游海上，见安期生。安期生食巨枣，大如瓜。安期生仙者，通蓬莱中，合则见人，不合则饮。”,植物部#九流部
一斛槟榔,《南史、刘穆之传》：“（刘）穆之少时，家贫诞节，嗜酒食，不修拘检。好往妻兄家乞食，多见辱；不以为耻、一其妻江嗣女，甚明识，每禁不令往江氏。后有庆会，属令匆来。穆之犹往，食毕求槟榔。江氏兄弟戏之曰：槟榔消食，君乃常饥，何忽须此？……及穆之为丹阳尹，将召妻兄弟，妻泣而稽颡以致谢。穆之曰：本不匿怨，无所致忧。及至醉饱，穆之乃令厨人以金柈贮槟榔一斛以进之。”,植物部#器用部#人事部
河阳一县花,唐白居易《白帖）卷七七：“潘岳为河阳令，满植桃李花，人号曰河阳一枝花。”,植物部#人物部#政事部
国香,《左传·宣公年》：“初，郑文公有贱妾曰燕结，梦天使与己兰，曰：余为伯鯈，余而祖也，以是为而子，以兰有国香，人服媚之如是。既而文公见之，与之兰而御之。……生穆公，名之曰兰。”,植物部#人物部
罗浮,唐柳宗元《龙城录·赵师雄醉憩梅花下》：“隋开皇中，赵师雄迁罗浮。一日天寒日暮，在醉醒间，因憩仆车于松林间，酒肆旁舍，见一女人，淡妆素服，出迓师雄。”与语，但觉芳香袭人。至酒家共饮，有绿衣童子，笑歌戏舞。师雄醉寐，“但觉风寒相袭，久之东方已白，师雄起视，乃在大梅花树下。”,植物部#九流部#人事部
